RA,Dec
83.27792,14.00306
83.28375,-5.33861
83.295,-29.23778
83.30875,-62.36986
83.31333,-30.55431
83.32333,-36.32542
83.32792,44.82056
83.34792,20.33097
83.3575,-51.2907
83.36833,-42.95361
83.38667,-40.93208
83.4,14.85417
83.40334,-51.06569
83.43208,-26.38903
83.43501,1.94569
83.47083,70.69945
83.48708,2.63431
83.49917,-2.35861
83.50542,-69.92208
83.54042,-15.28403
83.54501,47.53542
83.55,2.86847
83.55959,-70.56709
83.59126,51.46097
83.60292,-60.10778
83.61792,1.62181
83.61792,-5.40403
83.62959,-23.52292
83.63,22.03847
83.63292,-60.27028
83.64458,10.11958
83.65125,-30.78431
83.65167,9.89542
83.66583,-39.18097
83.67375,-4.39153
83.69125,-5.72917
83.69791,-37.41917
83.7025,-32.66472
83.70667,9.48306
83.71042,-10.81472
83.71333,-58.03056
83.73334,27.56236
83.73958,-6.3075
83.74583,65.36292
83.74583,-29.90014
83.75459,64.84611
83.75834,-6.00403
83.76749,-5.13847
83.77126,-34.30042
83.77666,39.77903
83.78584,9.93542
83.78875,-7.42583
83.79125,-39.09917
83.79166,-52.85417
83.795,-4.81389
83.8075,-5.72306
83.81792,-4.67597
83.81917,-5.38889
83.83458,13.28444
83.83542,-0.70514
83.85959,-5.91
83.86417,24.0407
83.86459,-43.37972
83.88583,40.18778
83.9125,-66.86625
83.92458,-5.14875
83.93042,-29.92667
83.93333,-66.03667
83.97917,-65.51083
83.99792,-6.26889
84.0025,-49.86666
84.00958,-67.58389
84.01042,-47.31236
84.01709,-70.65708
84.02292,-5.695
84.03958,82.38722
84.04959,-39.76389
84.05292,-20.57806
84.05334,-1.20028
84.06458,-6.64722
84.08875,-51.73361
84.09,-39.37722
84.11875,-34.02
84.1225,-33.71722
84.13334,11.32639
84.1525,21.6575
84.185,78.58861
84.20833,13.63236
84.21958,23.43333
84.23209,23.72847
84.23458,-47.96417
84.23792,26.94403
84.23958,-3.01208
84.2575,-30.63847
84.265,52.52458
84.26958,-39.54042
84.28917,-6.10403
84.30417,-24.40097
84.30583,-42.71583
84.32291,-27.86736
84.32667,13.58139
84.3275,-44.71583
84.33667,-48.58694
84.34792,-14.42528
84.35083,-65.07027
84.37792,65.14181
84.37833,-13.26472
84.38458,37.08708
84.39667,76.92889
84.40042,-8.17667
84.43125,-0.11208
84.43583,-57.16444
84.43709,-28.6918
84.44334,2.52014
84.45625,-40.39236
84.48666,-2.64931
84.51583,-69.15708
84.53083,42.34417
84.53167,14.73542
84.54167,-39.14417
84.56541,-69.39375
84.56709,-20.62944
84.60042,-6.62931
84.60084,-57.31833
84.60958,28.28667
84.6175,-1.73222
84.635,-1.89764
84.645,-68.88486
84.64626,-8.94417
84.67583,32.46972
84.67667,-2.59028
84.70167,-35.49319
84.70917,-44.08445
84.72958,26.31194
84.73167,-64.08264
84.73958,-6.41375
84.7425,24.72222
84.76084,10.04569
84.81042,1.01528
84.81834,10.25708
84.82667,9.31417
84.83125,-68.10528
84.84834,-19.55917
84.85625,-42.75417
84.86166,-18.96542
84.87875,32.9543
84.87917,23.10778
84.8825,60.89528
84.88542,-15.84333
84.90166,-40.785
84.91167,-69.7543
84.96249,0.75431
84.97,52.89944
84.97708,-28.6657
84.97833,-13.13486
84.98666,9.94389
84.99583,-2.37889
84.99625,7.14236
85.02875,-40.84222
85.04583,-43.38653
85.04792,-69.33652
85.06667,12.65111
85.0775,-2.21042
85.08584,-19.66875
85.09084,-45.02167
85.09708,-55.74653
85.10042,-29.71597
85.11083,-62.68347
85.12833,58.39417
85.165,-20.29889
85.17833,-2.0925
85.18084,-43.44958
85.18917,-1.94194
85.19042,-2.18875
85.20292,-31.40069
85.22125,-61.72
85.23417,-48.17194
85.2575,20.60681
85.27292,24.35056
85.27292,-61.85625
85.27541,-48.90222
85.31209,-41.29972
85.33417,-75.07625
85.34167,53.48431
85.34416,-19.97903
85.3475,9.19722
85.36375,3.77833
85.38583,-20.04708
85.39833,-76.07625
85.4075,-38.37417
85.41292,-65.18819
85.41542,39.82361
85.46417,-16.39153
85.4925,-37.64305
85.50625,66.58611
85.50791,18.2875
85.54125,-26.1225
85.56875,-32.70472
85.59875,-27.96764
85.61501,-52.20028
85.63375,15.41653
85.63917,-23.20306
85.64458,-34.26
85.65042,-61.90403
85.66,-15.69167
85.6633,-56.1145
85.67042,-81.26598
85.67833,65.31528
85.69542,-41.57208
85.70792,60.85889
85.72,16.22181
85.72667,-6.79639
85.73375,-7.31222
85.7425,-35.98542
85.75041,9.17153
85.75084,-2.31264
85.83625,-41.03181
85.84917,-28.9782
85.85333,-44.505
85.86292,-30.42167
85.87251,21.66097
85.87875,-35.6025
85.88333,-33.59208
85.88499,-47.68347
85.88917,-64.38111
85.89375,-68.37167
85.89458,-43.71069
85.90125,-39.92403
85.95375,-60.09806
85.97042,-23.52861
85.98875,-55.53514
86.0325,-28.61069
86.03416,-44.79375
86.05917,-26.10389
86.11167,-22.41861
86.11208,-25.17167
86.13042,-18.07208
86.14249,-20.08764
86.15917,-34.0475
86.17667,-44.38375
86.20042,-22.84958
86.22626,10.58694
86.275,-74.06167
86.28416,23.83083
86.305,-59.92431
86.31709,-38.61139
86.34084,-24.02125
86.34459,-47.93819
86.35542,-22.87444
86.38209,-25.94125
86.39375,-15.25292
86.4025,55.49514
86.4225,-14.77486
86.42416,-15.87069
86.4675,22.88
86.5,-32.30667
86.55,78.25347
86.55292,18.06181
86.56833,-8.34944
86.62708,-46.50444
86.63167,30.80264
86.63458,20.30764
86.64751,1.16958
86.67167,-64.25361
86.67542,-21.82639
86.70125,-71.15667
86.73334,-33.62722
86.75917,-39.07361
86.77708,-32.17972
86.79083,-69.70181
86.79834,-19.42181
86.81375,50.86917
86.82292,-28.93806
86.82417,-0.01111
86.88167,-30.69681
86.91084,-47.40055
86.91084,-54.3107
86.91125,-31.87458
86.93833,-9.67028
86.94666,-19.93583
86.95208,28.58681
86.95333,-70.41514
86.95834,-40.06264
87.00875,-44.05
87.08208,-24.46292
87.13042,-41.45833
87.15125,-39.93069
87.15459,-25.47653
87.16084,-56.30444
87.19625,-21.92667
87.24583,-53.43583
87.2525,23.88764
87.27792,-27.56556
87.31416,-24.43069
87.32958,-62.08597
87.34666,-41.30014
87.39208,47.84528
87.405,-14.48389
87.42875,-11.98014
87.43667,-49.30736
87.43875,25.2268
87.45708,-56.16792
87.49958,-71.86625
87.5125,-28.22056
87.53751,5.19833
87.54041,9.66597
87.55542,26.96056
87.58708,77.29166
87.58791,-29.25931
87.62375,2.59486
87.6375,-25.07181
87.65875,0.09806
87.66666,-23.18667
87.66959,-32.27195
87.67167,43.07875
87.6725,-42.42653
87.69041,-29.10861
87.69417,-17.9418
87.6975,-24.1482
87.70209,26.05292
87.72583,-62.24833
87.75125,-22.29611
87.75833,-52.64125
87.78458,17.82847
87.81458,3.92333
87.87417,-43.66028
87.89667,-15.985
87.92667,-19.21722
88.04125,61.57486
88.06709,-28.65639
88.08375,-57.15542
88.09959,19.86903
88.10416,-64.03514
88.10667,20.69958
88.11708,15.88708
88.12292,59.47847
88.12833,-69.81958
88.21667,-21.05431
88.2175,-33.19417
88.22,34.44653
88.22958,68.47208
88.27792,-33.80292
88.29417,-40.15681
88.30833,-45.08445
88.36042,-5.96139
88.36125,-33.71028
88.36584,-43.55889
88.36625,-81.94736
88.38416,-20.57361
88.42167,-56.67667
88.48375,-57.24653
88.50708,60.97625
88.51084,1.67347
88.51417,-16.95972
88.54459,-27.95681
88.5975,20.27514
88.61292,-34.89431
88.63876,-28.89
88.69167,10.93319
88.70333,66.34333
88.72334,46.44028
88.7675,27.34431
88.81875,12.89236
88.83542,-14.37819
88.87209,-64.10528
88.88792,-8.48764
88.895,-20.81125
88.91833,-22.02097
88.93,-38.105
88.93584,-14.00472
88.95458,-12.12208
88.97083,20.07167
88.98542,40.48611
88.9975,-61.41056
89.00792,-19.89389
89.03,-73.64611
89.03292,-8.005
89.1,-14.16583
89.13667,23.09833
89.15791,-48.7943
89.17083,-10.31028
89.21833,-8.375
89.255,-16.58542
89.27084,49.03194
89.28167,-41.99847
89.28208,20.97708
89.285,19.81528
89.29625,-37.47042
89.30792,54.74778
89.3125,-53.95528
89.32084,-6.28486
89.35291,0.02847
89.37125,23.1468
89.38875,-51.72528
89.39375,-27.59278
89.42333,-39.17319
89.45417,-34.47611
89.46416,-38.06931
89.50292,53.89958
89.50833,-38.33361
89.5275,-38.64153
89.545,-21.39569
89.55083,-35.01305
89.55167,50.55569
89.55958,-19.42778
89.57125,15.65667
89.57125,-44.73458
89.60751,9.01625
89.67333,-3.18972
89.68042,20.745
89.71208,-40.64653
89.77792,-2.83958
89.79875,-26.06042
89.80459,-38.70972
89.81042,60.0793
89.82833,14.78292
89.9025,13.20764
89.92917,37.21431
89.94376,-50.44458
89.95792,-48.24028
89.98292,58.57028
89.99333,52.11903
89.99541,64.16458
90.00041,-29.39722
90.01417,2.7075
90.03875,-20.13861
90.06167,12.72819
90.06167,-43.8975
90.0975,-44.02278
90.10208,15.44222
90.11166,-48.75889
90.13792,-27.15514
90.18208,-7.79931
90.1925,26.70278
90.2275,38.09042
90.23083,-54.95361
90.24209,-58.57306
90.27416,-26.18653
90.33958,-19.63042
90.35709,-32.41958
90.37917,13.46625
90.3875,-40.27875
90.49208,-39.97347
90.50291,53.27014
90.52375,23.16778
90.54458,28.47264
90.57042,-20.43278
90.575,-30.83667
90.59126,-13.92569
90.59541,9.64847
90.60374,-16.58083
90.62209,29.2875
90.65042,-59.85903
90.65501,7.34514
90.66625,-0.86097
90.69708,29.21903
90.6975,-0.11875
90.71,-24.99139
90.74209,-31.32931
90.76375,57.0225
90.80208,-24.57069
90.80584,42.20861
90.84,-8.17278
90.895,-49.18861
90.89584,15.52569
90.90375,-26.65708
90.91792,29.65431
90.91833,15.95639
90.95667,30.33805
90.99292,22.47028
91.03917,-48.2907
91.05875,44.28139
91.06333,12.76542
91.11459,-22.92833
91.1375,-45.05347
91.14291,5.15069
91.1525,-4.44764
91.16459,42.9425
91.19417,-48.45778
91.20876,0.23111
91.21667,51.7
91.21709,-34.55861
91.23083,-1.13153
91.24709,64.46486
91.26041,-48.32889
91.26375,-12.02528
91.28333,-47.08778
91.37125,-62.9118
91.37667,60.82278
91.3942,-61.7372
91.43501,17.11139
91.44334,-33.06639
91.45042,-27.91097
91.46959,-35.29972
91.52666,-25.6475
91.53291,-62.80236
91.55667,-3.61708
91.57042,-27.90278
91.61417,-9.45264
91.6475,-47.49931
91.65417,-33.17583
91.66708,15.54375
91.71875,-31.51417
91.75583,17.7007
91.76041,41.76472
91.76375,-34.31042
91.78374,-13.99944
91.80042,-22.26653
91.8075,13.61125
91.80917,-25.31542
91.82083,-40.80167
91.85458,-76.92709
91.88541,47.19847
91.90875,-11.17097
91.97958,-66.36
91.98792,-54.44139
91.99333,23.22111
92.00709,30.97986
92.00958,68.08375
92.02667,-15.90181
92.04833,70.27528
92.07625,-55.26278
92.07792,-46.84847
92.105,-11.14542
92.11833,-46.35833
92.13917,-34.04917
92.17084,-30.69389
92.18333,-13.22708
92.20375,-65.71278
92.2375,2.49889
92.23917,48.61472
92.24125,63.80028
92.25125,-19.74917
92.25333,-21.97569
92.27625,-0.68833
92.27666,7.05694
92.32208,-56.1157
92.32584,-9.12722
92.33042,-35.82389
92.36625,22.60806
92.40083,-3.39542
92.42291,-15.7075
92.44125,83.62542
92.45167,-22.77472
92.46458,32.50319
92.49167,-45.85611
92.49833,68.01653
92.52084,-0.5625
92.5275,-62.71986
92.56667,21.335
92.57458,-54.97042
92.58208,6.36889
92.58334,-18.96333
92.63917,-43.31681
92.64292,-21.865
92.66042,-49.62806
92.67958,-9.8525
92.6925,-26.89458
92.74042,24.34083
92.75333,-27.59
92.81792,11.27722
92.8225,-55.55042
92.82375,-19.38208
92.82709,7.18833
92.83375,-32.57139
92.85792,-36.5725
92.87,20.36431
92.88583,-72.22652
92.9175,10.66972
92.93916,48.22306
92.95208,-66.40847
92.9525,-30.61444
92.96708,-45.04194
92.96958,-56.31931
92.98251,-35.48611
92.98625,-46.88903
92.98792,-44.74166
92.995,6.15625
93.08666,58.39903
93.09209,58.21041
93.13083,-21.47528
93.13959,48.6125
93.15208,-6.73639
93.16042,-35.72125
93.16125,-16.81083
93.16625,-8.87528
93.175,58.91917
93.18041,-36.63208
93.18667,9.73944
93.1875,-15.02958
93.22542,19.53153
93.2275,52.73167
93.27167,-56.33986
93.29083,50.44556
93.3025,10.62847
93.305,-27.70139
93.30958,-1.29597
93.31541,-57.04236
93.3475,47.74111
93.35083,-29.00805
93.39209,49.235
93.42709,-28.25292
93.43792,-23.86819
93.44749,63.58736
93.44792,8.77153
93.48209,-27.555
93.48917,-27.3982
93.49,-7.24583
93.49291,52.0132
93.55208,-0.59653
93.64583,-3.23264
93.68459,23.36194
93.70834,19.15708
93.71333,-62.28347
93.72875,-60.65736
93.76459,19.87944
93.76917,-66.28653
93.79125,25.3807
93.805,-69.87666
93.81001,-24.09681
93.81209,7.89889
93.81625,-34.11444
93.83916,-78.47681
93.84083,51.15625
93.87583,-84.55375
93.89,71.03528
93.90083,66.1507
93.90708,-57.69833
93.92292,16.12542
93.92875,-7.39417
93.93167,28.58403
93.935,-65.53098
93.93626,-3.24181
93.93875,47.96458
93.95583,-33.18778
93.95583,-58.43417
94.02083,-4.55097
94.02792,-51.875
94.03167,74.87139
94.03959,-17.55375
94.04417,-13.34611
94.04792,-69.8307
94.09167,-21.94972
94.11042,12.27208
94.12542,-39.79903
94.15083,47.67111
94.18,15.40542
94.19501,45.26944
94.21291,-47.79375
94.21333,22.555
94.28084,9.13667
94.28999,-37.25417
94.2975,46.75444
94.35208,57.41889
94.44541,-58.80875
94.44917,-52.0257
94.50709,-10.38528
94.52292,9.32375
94.53167,75.10083
94.61167,-22.82792
94.62,-72.045
94.63792,-48.74583
94.64584,-28.30514
94.66125,24.44917
94.66417,67.41097
94.70875,-23.57819
94.72417,35.21903
94.72459,13.77861
94.77042,-29.07597
94.77125,47.38986
94.78042,-8.47375
94.78416,-3.44042
94.7875,8.64986
94.80292,-58.05347
94.88125,-73.37403
94.9575,57.59806
94.99083,28.4318
95.01208,-29.08625
95.01375,-33.23028
95.035,-34.63181
95.03833,-26.77986
95.0475,-9.07069
95.13251,13.51861
95.16666,26.72764
95.17958,-43.82708
95.19125,-36.3343
95.2175,13.41014
95.2675,10.66764
95.27375,48.64861
95.29124,14.19792
95.30459,44.24166
95.345,-28.12014
95.3475,-49.21139
95.35375,-41.55597
95.365,-17.11264
95.38084,22.42292
95.42834,-52.71361
95.45042,17.79333
95.45833,-34.19458
95.48583,54.26403
95.49125,-34.51292
95.50626,-34.91486
95.515,74.685
95.51542,-77.51598
95.54417,-15.99597
95.5825,-64.93792
95.58916,-26.09361
95.60583,-38.99319
95.61333,-30.46194
95.62875,-60.21708
95.64084,-23.29528
95.67209,-27.6325
95.675,-17.95722
95.6925,32.31486
95.74042,-24.55778
95.78208,-64.60514
95.785,-15.12958
95.79333,-67.42555
95.88334,-44.21944
95.89417,64.76167
95.9075,-75.07708
95.91583,-26.96222
95.91833,-86.79958
95.9425,4.59556
95.9575,-27.89264
95.98833,-52.69431
96.01167,22.89278
96.03,31.01333
96.04459,27.66542
96.05625,44.32472
96.08292,-44.82708
96.09291,-29.74694
96.095,-53.09792
96.16666,-8.57917
96.18916,43.26833
96.18958,-55.65667
96.21833,50.89806
96.22375,-19.71708
96.28001,-25.13403
96.30167,-66.48473
96.31458,-55.35028
96.32375,-71.36681
96.32584,73.57597
96.33584,38.64514
96.39959,-48.26792
96.41459,-72.04417
96.42583,-47.13361
96.4575,-1.02736
96.47833,6.92861
96.48167,-60.05708
96.48792,58.60181
96.4925,82.3568
96.52541,-41.04736
96.5425,18.75764
96.55917,23.82833
96.57709,-54.48486
96.58,-53.69472
96.61041,-17.18167
96.61708,-7.66486
96.65833,-19.98111
96.67792,23.10695
96.68124,-7.50972
96.68833,-47.65694
96.70083,29.18542
96.71375,63.03625
96.72874,17.45056
96.77958,-37.895
96.78125,-35.48806
96.82208,50.26181
96.8275,20.84611
96.90375,-26.01764
96.91792,7.5175
96.91875,18.22305
96.94292,-54.42528
96.97167,-15.33653
97.02875,-48.44431
97.02959,10.02472
97.07709,-1.18042
97.08542,-0.72944
97.09834,31.26333
97.10208,61.07653
97.11417,30.55445
97.14209,-13.04694
97.15458,77.95944
97.19125,56.62347
97.195,-68.1325
97.20708,-41.72556
97.25125,11.02069
97.26667,-25.50861
97.27458,76.99611
97.29333,46.11028
97.30125,-37.65708
97.34625,-2.81264
97.35458,-5.75986
97.35542,-0.48069
97.39916,71.08125
97.405,8.49181
97.45291,-50.23667
97.45958,-2.79625
97.47583,-5.38
97.4775,-3.58903
97.48583,-26.98014
97.49541,-48.06625
97.50708,69.08278
97.56334,-20.19389
97.60751,0.33597
97.63458,-67.60403
97.69541,34.69847
97.72542,5.99292
97.74875,-24.11014
97.75333,50.04333
97.75375,51.55389
97.77167,-59.00486
97.78042,-56.65389
97.80208,30.93722
97.82042,-23.52097
97.83083,-2.53847
97.84624,25.01653
97.87542,-32.7243
97.94083,6.785
97.94334,-64.43681
97.94791,-56.18625
97.96083,41.49667
97.96333,-23.41903
97.9775,-47.32917
97.98125,-7.08472
97.98875,4.93597
97.99125,-8.55028
98.00291,-54.08181
98.00833,25.32694
98.045,-62.3051
98.06042,-14.55222
98.08708,15.70611
98.09875,-5.86931
98.10625,19.94208
98.12292,-74.85902
98.12376,-36.8775
98.135,43.26139
98.16084,-6.5325
98.2,63.67389
98.23083,-33.64028
98.24209,-5.09653
98.24291,59.25611
98.345,-28.87569
98.36167,-10.6225
98.41708,20.03042
98.4375,-75.62764
98.445,-43.70208
98.45458,21.48111
98.45959,10.68944
98.47542,17.77014
98.47625,39.66459
98.50459,-74.77486
98.53958,2.94889
98.57667,-48.55431
98.64542,-37.285
98.64834,34.07667
98.66292,-69.88389
98.69584,15.07861
98.71375,9.4025
98.71875,-44.44083
98.76167,22.52111
98.79166,69.05347
98.81876,47.76042
98.82125,-19.19306
98.82375,3.05347
98.85083,-36.77639
98.86167,-49.08917
98.88,-4.05389
98.88,-37.85292
98.88959,-15.30486
98.90166,-62.64014
98.94667,-75.27139
98.97417,-73.9975
98.99374,7.92431
99.02125,13.69292
99.02834,-18.01931
99.08958,65.90514
99.095,-18.66083
99.10417,-18.35028
99.10876,43.83055
99.10958,27.28069
99.13291,35.59361
99.13542,-20.85083
99.21833,-8.17903
99.22791,0.03528
99.23624,-5.35125
99.31542,3.33486
99.3342,-56.1202
99.33501,-48.47889
99.34708,6.13389
99.34959,2.75236
99.35875,33.7075
99.38541,-28.38514
99.41833,20.54597
99.42792,16.39903
99.48666,73.69361
99.50209,-40.93319
99.50291,-61.53222
99.50459,37.2593
99.52334,47.78833
99.54958,-0.87111
99.55083,10.88931
99.59417,25.74222
99.62833,-15.84639
99.66416,27.86431
99.68958,-47.23944
99.69666,-53.97167
99.7025,-27.74389
99.72208,24.86153
99.72958,33.2175
99.77042,9.71972
99.77208,-45.21708
99.8,-26.57389
99.84126,-40.08611
99.84834,1.04208
99.88042,24.60264
99.91958,-51.42153
99.94083,14.46917
99.94749,-37.8343
99.94917,2.61917
99.96542,-61.47833
99.98917,20.00236
100.00291,-29.00694
100.00291,-48.56208
100.02625,-30.55806
100.03083,-12.88792
100.04792,-25.89361
100.0525,-22.26708
100.08625,84.34389
100.09333,-3.53181
100.0975,8.60028
100.155,-39.19931
100.16375,0.73139
100.16375,22.71139
100.16375,25.31417
100.18417,-51.66889
100.18917,9.82417
100.19917,-24.38486
100.24709,9.89181
100.2625,9.50181
100.26875,53.39903
100.28458,5.38056
100.28876,4.7925
100.30083,33.7482
100.30458,-52.12708
100.30959,19.79486
100.32083,46.81792
100.32542,-38.34389
100.3275,-54.5843
100.33459,82.2675
100.36667,-74.675
100.3775,-65.46833
100.37917,-40.63181
100.385,27.23042
100.40083,8.03833
100.475,-50.00028
100.47625,-43.3075
100.49917,6.34319
100.522,-53.713
100.52542,-38.00208
100.52917,-64.52389
100.593,-59.8078
100.60209,17.64764
100.61501,-42.57153
100.62041,-32.90903
100.6725,88.07833
100.71917,78.62542
100.72124,-22.30972
100.72625,29.9868
100.73292,55.47653
100.74751,-33.12125
100.75667,-2.88736
100.79417,12.59708
100.79667,19.72778
100.81917,32.60958
100.86041,42.23903
100.92542,-39.86389
100.93667,-71.97375
100.94,-64.41
100.95292,-39.21569
101.02042,-49.88528
101.04875,67.04389
101.09542,-66.44041
101.1075,-33.97639
101.11542,39.77167
101.13167,-26.32403
101.15874,31.97097
101.18417,-28.85569
101.21167,-56.98861
101.21834,-23.85903
101.21875,-66.61597
101.22542,-47.01445
101.27042,-47.57708
101.28875,-16.71139
101.29292,29.36847
101.31459,-57.13736
101.32417,12.89667
101.35417,11.57778
101.37125,-54.22736
101.37625,-28.16014
101.40292,54.34111
101.40583,-74.69028
101.40958,-41.20986
101.41542,-40.35695
101.44792,41.08042
101.49334,-55.02986
101.49917,70.69986
101.54125,-83.99277
101.55625,-76.46069
101.55666,12.75417
101.6325,47.80736
101.655,-44.26069
101.67125,8.36458
101.68166,-77.00764
101.69042,15.96083
101.78792,-30.95667
101.79208,-51.59611
101.79333,74.24264
101.81459,10.91708
101.81583,14.57653
101.86375,12.42083
101.88167,-51.30083
101.89584,28.10806
101.94125,70.25097
101.94833,-15.28292
101.95125,74.48055
101.96917,-57.22556
101.96958,-25.39139
101.97709,52.25069
102.01833,-44.3182
102.0475,20.24278
102.05,-61.93986
102.05666,55.70458
102.05875,16.11903
102.08958,-44.19236
102.14125,18.45236
102.155,-64.27333
102.19917,15.27389
102.20917,18.04
102.20959,-69.75528
102.22,35.37264
102.22667,-60.14931
102.23042,-25.39736
102.34,43.75792
102.34333,-26.96445
102.34875,18.01986
102.38,-45.56486
102.39083,-31.65403
102.39291,-41.42653
102.4375,-28.98667
102.44917,-27.865
102.45417,-23.06542
102.4575,-7.62625
102.48042,28.23819
102.5,-60.24986
102.57458,-38.08611
102.6675,-11.56194
102.69458,25.04917
102.69792,-14.74069
102.70708,-0.53903
102.70708,-16.62958
102.76709,40.22528
102.81001,7.90389
102.81458,-40.62819
102.825,-21.90236
102.84917,22.80278
102.87501,3.96958
102.90208,56.62569
102.95084,27.19986
102.97709,-40.97611
102.995,9.60847
102.99583,3.215
103.00083,-19.6225
103.00417,-48.14944
103.01,-11.20556
103.04083,74.42694
103.04708,55.57681
103.0575,79.14875
103.05833,19.52986
103.075,-5.17167
103.0875,-5.31431
103.10208,39.50625
103.11958,57.34847
103.13292,-25.55903
103.14875,-7.98889
103.19542,-43.97569
103.19667,-36.60042
103.20959,8.38292
103.21,-59.675
103.22084,-68.45514
103.22417,-5.40764
103.25125,38.85958
103.26167,42.76514
103.27125,52.38292
103.27334,23.85361
103.30125,-52.40986
103.32667,-57.75417
103.37417,69.32555
103.3825,18.24667
103.42333,42.70486
103.44542,-43.11222
103.47542,23.87431
103.54083,73.18639
103.55458,45.03056
103.5575,-23.92875
103.55917,-2.16111
103.61166,9.42681
103.64333,7.05694
103.64625,2.61069
103.66,13.1775
103.66833,6.72333
103.68501,-37.26694
103.72625,34.45222
103.73541,-55.88556
103.74625,-56.65403
103.77209,20.31528
103.785,84.45348
103.81541,45.82486
103.85875,-21.22625
103.86375,-68.10597
103.87083,-75.03611
103.8925,62.19347
103.90125,-20.13639
103.90208,0.43986
103.90792,-9.48944
103.94583,1.31722
103.95708,39.99917
103.97167,-51.565
103.99292,-55.83486
103.99333,29.12542
104.0075,55.34264
104.04417,46.09403
104.04791,42.61722
104.06542,40.54347
104.08083,32.44514
104.09834,-46.78069
104.10208,3.95583
104.12959,-65.56236
104.14584,42.25319
104.1725,-10.11264
104.20292,-39.33681
104.22166,-14.41542
104.2525,33.68111
104.26125,42.7793
104.27667,2.11083
104.29916,46.45861
104.31541,-32.82292
104.31583,58.425
104.32458,-35.50722
104.33542,-49.48542
104.36709,74.09153
104.37292,-39.41264
104.39626,-24.6307
104.40792,8.10819
104.41625,49.86597
104.44167,-66.98708
104.48583,62.3257
104.52625,-17.74083
104.52876,-45.04833
104.58125,-49.19875
104.60667,-12.99153
104.62625,-55.95055
104.65542,-28.97056
104.66458,-20.36389
104.68417,-9.86264
104.69542,28.71722
104.72,-56.95097
104.9075,-38.40319
104.91042,54.19333
104.91875,5.76139
104.95042,14.24208
104.95042,27.70014
104.95834,-49.50917
104.96042,25.08306
104.96626,-15.01875
105.0025,-61.33556
105.01,-57.0725
105.02125,-19.02097
105.0725,-44.84917
105.0925,-25.20681
105.10374,-27.9975
105.12917,-79.69639
105.15458,48.47028
105.1925,-33.24055
105.20292,-33.46764
105.21625,-19.23889
105.23083,53.42139
105.24333,-25.14778
105.24917,-26.22514
105.25958,65.69806
105.26,-33.06236
105.29333,-32.5807
105.30708,-25.94819
105.35334,68.46389
105.37417,9.07917
105.38375,25.16403
105.39,22.415
105.41792,-62.59903
105.43208,-16.26333
105.46542,-39.36333
105.4725,-42.46653
105.50125,-35.59097
105.5125,-14.25556
105.51791,12.96625
105.51791,-54.72528
105.51875,-86.72667
105.53584,-6.43458
105.54458,-83.14111
105.55334,-24.26944
105.59625,25.84556
105.60042,-41.76236
105.60208,-26.76903
105.62042,45.79333
105.64625,-26.22889
105.64791,-22.67125
105.65458,15.97861
105.68208,5.87625
105.78167,-35.28153
105.80083,71.36723
105.82458,-5.73528
105.84334,-16.47083
105.88458,71.75861
105.935,51.01125
105.96083,-58.45528
105.99042,-49.67778
106.01083,36.31528
106.02876,75.22708
106.03291,26.41708
106.03834,62.05833
106.06126,-62.90125
106.06459,75.4118
106.09541,-31.90055
106.09666,19.00028
106.10374,-48.44417
106.1125,63.31569
106.12959,-6.20681
106.15875,23.09833
106.17125,9.11194
106.22417,5.75653
106.23334,28.11653
106.25458,23.06667
106.2925,-78.42208
106.30125,-57.56722
106.32,-34.14236
106.37125,63.55653
106.38458,-40.64208
106.38917,-12.83319
106.39542,-48.84153
106.4425,22.78736
106.45541,-54.42889
106.49917,-36.04722
106.52084,12.86319
106.54042,2.75069
106.55959,-9.70042
106.56875,22.68375
106.59708,12.57986
106.62625,-37.79181
106.70333,3.41389
106.71709,20.54264
106.74291,-62.35194
106.74583,-53.89639
106.75249,57.86806
106.75959,-55.38833
106.76208,27.11403
106.80042,-16.86653
106.80625,64.59944
106.81333,-44.44458
106.91625,5.03139
106.97166,-34.83403
106.99417,-71.7868
107.00709,71.86264
107.00958,33.14444
107.05625,18.77833
107.07542,31.08889
107.08041,78.52556
107.08167,-41.3918
107.10792,-57.80861
107.13917,-28.61194
107.14458,-36.21778
107.14458,-76.70292
107.15792,-70.50472
107.17042,-49.55153
107.18958,61.59139
107.22625,-50.96583
107.22791,-18.18694
107.2425,22.68972
107.25916,-48.60486
107.28167,48.61597
107.28625,6.39083
107.29958,-23.09083
107.30125,-15.45222
107.31333,-8.29833
107.33125,71.74445
107.34541,-57.49805
107.39792,25.72958
107.5025,38.53639
107.52042,-21.62458
107.525,50.04542
107.54042,-18.68694
107.54583,18.44028
107.56292,-61.17903
107.57958,-27.49014
107.60084,22.67014
107.62417,-39.02847
107.625,59.13556
107.62833,-16.62417
107.63334,-17.31181
107.63583,-8.70889
107.63875,-53.96153
107.65292,-26.43556
107.71291,-57.61042
107.74959,-56.54889
107.77792,-65.46555
107.79333,50.18306
107.81042,54.78528
107.83625,2.88292
107.88084,-37.75764
107.90208,24.19
107.945,19.83292
107.95,32.31722
108.00083,-35.16972
108.0175,-30.8125
108.0175,-60.50153
108.05334,-61.27431
108.06625,15.65847
108.06834,-54.76597
108.07875,57.325
108.08875,59.53181
108.10667,-53.94347
108.1125,45.41889
