RA,Dec
154.19833,77.0443
154.20332,21.91278
154.21625,39.59431
154.23125,73.39972
154.24042,56.53444
154.2475,-41.05889
154.26001,39.04903
154.30875,4.94333
154.31958,5.19597
154.325,29.2443
154.33917,-10.67667
154.35834,-53.90764
154.38042,-8.15014
154.38126,47.04028
154.40666,6.97222
154.41042,59.57472
154.4225,-34.86403
154.42958,21.33903
154.43333,-38.08708
154.45042,5.37528
154.455,27.53458
154.47375,59.42236
154.53125,-48.76917
154.55583,-20.47889
154.56999,6.42903
154.58501,-28.93403
154.60957,38.09514
154.61958,-31.83403
154.62042,-33.27389
154.63499,62.6675
154.64001,31.48097
154.64624,-35.76153
154.66,-56.10583
154.70457,-1.00625
154.70708,-52.43528
154.7175,49.97014
154.73375,-48.4207
154.75333,37.88055
154.77834,23.31292
154.77959,-5.61764
154.78375,-64.68139
154.78833,-28.46986
154.80042,63.96736
154.85625,53.80389
154.87292,73.61375
154.87541,-13.90542
154.88708,-3.33736
154.88918,-5.10292
154.90125,19.87083
154.96375,34.63334
154.96709,7.51583
154.96834,-14.12431
154.98666,-8.69736
155.0,41.00028
155.0025,-7.90042
155.02084,56.76139
155.02583,24.70958
155.05249,34.47709
155.05833,62.84236
155.08875,-36.20361
155.11292,53.0775
155.11876,-47.43042
155.12042,65.93305
155.13417,6.21097
155.13583,-2.47458
155.13918,43.12917
155.19084,-63.18917
155.22751,62.00625
155.24709,64.60028
155.27834,45.39542
155.28584,-17.98583
155.28874,65.75555
155.29042,27.89806
155.31792,-65.19403
155.34834,-30.0375
155.35126,44.7125
155.41751,-3.45278
155.4225,23.92945
155.44958,60.91292
155.45709,-41.98056
155.49583,34.6818
155.50792,51.02
155.51833,-32.55667
155.53041,38.51542
155.55209,51.40153
155.55708,73.90931
155.58,-10.55056
155.58624,40.94944
155.60085,1.46653
155.60458,-14.48319
155.62042,50.10847
155.63167,-39.83653
155.63417,-10.62778
155.65001,30.29819
155.66292,-30.48917
155.68417,-1.21597
155.70125,-14.07347
155.72458,-41.77778
155.73293,18.79528
155.74501,20.38125
155.77417,-50.52681
155.79417,39.81278
155.80708,-30.16319
155.80875,24.12833
155.825,59.80708
155.85292,50.63208
155.88124,19.86208
155.88499,24.97222
155.89417,44.56292
155.91042,52.56569
155.91374,4.18819
155.91708,49.14167
155.91917,30.01917
155.95834,56.56458
155.96126,-27.25625
155.985,-43.60056
155.99333,19.1032
156.01291,6.49833
156.02458,26.35361
156.02916,27.52514
156.06125,39.04347
156.08458,-20.25014
156.09084,-74.03098
156.10374,44.96292
156.11458,-1.71583
156.12666,-53.47139
156.14542,-38.65417
156.14792,55.94569
156.18542,-30.35056
156.18875,19.21056
156.18958,6.41542
156.2025,0.58583
156.2675,41.72528
156.26959,47.83681
156.33917,-42.69889
156.34666,4.04472
156.36,-49.31194
156.37999,51.6775
156.42874,-26.89847
156.446,3.52868
156.44833,84.85902
156.44916,70.14694
156.47292,40.21695
156.51292,-41.09736
156.5175,8.03639
156.54625,52.63194
156.59291,1.57028
156.595,37.75431
156.72083,55.15375
156.72583,19.51486
156.74374,-17.81806
156.74834,36.6775
156.75291,39.13597
156.77708,60.44375
156.78,6.15042
156.795,-41.73569
156.79666,32.39514
156.85249,63.29958
156.85541,40.78944
156.87541,-3.85056
156.87874,35.43722
156.88,-39.99528
156.90416,-20.4525
156.94125,5.26806
156.9525,-34.39556
156.9725,-43.9075
156.97917,-23.19847
156.99542,-6.80111
157.01459,70.57792
157.05042,-25.80431
157.07417,21.25528
157.07791,-52.56403
157.08626,3.76403
157.09166,27.99903
157.095,23.86014
157.10165,40.14611
157.12375,7.0825
157.1525,63.04861
157.16125,-1.46167
157.16251,17.03847
157.17374,49.07375
157.18208,17.13472
157.19708,39.30153
157.20291,1.64875
157.21458,38.95861
157.23375,19.72722
157.27667,27.48847
157.30626,-1.99694
157.31291,52.47986
157.31416,57.4007
157.42583,1.49097
157.43875,45.12139
157.44458,40.32069
157.44875,-35.31833
157.47626,61.79236
157.5175,-49.92181
157.51958,40.47125
157.52292,42.51931
157.52583,-42.55889
157.52708,40.08569
157.60208,55.27514
157.64667,51.54153
157.65709,55.98222
157.69292,57.96236
157.74042,51.32347
157.74501,31.05153
157.76041,-21.64292
157.76707,46.4357
157.77376,82.5575
157.8275,50.89472
157.83708,74.70028
157.84874,-27.67111
157.84959,45.52347
157.86584,-46.85292
157.8925,28.78653
157.90707,-26.12361
157.93292,35.05333
157.93666,60.34208
157.95418,-28.23667
157.97417,6.94917
157.9825,-14.28319
157.98582,-18.77458
158.0425,53.49472
158.0475,-39.09819
158.05959,40.26861
158.11708,70.45805
158.15083,-28.22528
158.15666,-53.79375
158.16292,21.36319
158.16792,-6.89472
158.18541,39.22542
158.18541,-44.68514
158.20541,54.95208
158.23582,-27.12431
158.30624,34.15667
158.35751,17.57958
158.40875,-14.61028
158.42458,-64.22195
158.44083,37.13681
158.44749,-11.69625
158.48625,-21.18569
158.56999,18.62819
158.59291,60.88792
158.59624,73.75708
158.61626,61.80792
158.66042,55.09042
158.66124,39.64278
158.66124,-46.7368
158.66583,28.29861
158.66959,51.65681
158.70999,-10.59569
158.71333,-41.05847
158.72125,-64.9018
158.7325,45.12472
158.735,4.63458
158.74625,20.82111
158.74792,30.69403
158.79625,57.08181
158.83792,16.17653
158.87334,-18.34458
158.92459,66.5743
158.93167,-13.94819
158.94208,2.26639
158.95999,17.75319
158.98833,-10.53708
158.98875,28.89347
158.99957,-23.16681
159.00417,5.11042
159.02458,-11.91625
159.04042,27.84125
159.06084,-3.1
159.10374,46.14403
159.14333,62.15736
159.18208,-27.51444
159.18834,15.36056
159.19417,64.22292
159.19875,47.72334
159.2475,63.75861
159.25166,-8.83861
159.26666,18.60542
159.27876,-50.22542
159.28,-11.44292
159.30583,-9.965
159.31541,-29.56653
159.32458,-48.22583
159.34418,-51.8143
159.36292,-11.19014
159.39084,-56.7993
159.41458,-29.59681
159.43001,-5.81347
159.43709,57.19986
159.45625,-27.12083
159.49875,61.88625
159.53542,32.14556
159.55458,45.96236
159.58667,14.26806
159.60249,-24.90806
159.61874,-8.10111
159.62375,48.53028
159.63208,45.86945
159.65625,67.92472
159.68834,-49.78597
159.69458,53.50056
159.71793,36.58139
159.7375,-42.39472
159.74333,71.215
159.74417,40.18528
159.8425,48.80181
159.86458,-75.63403
159.86542,39.3975
159.88625,15.33181
159.93333,-8.68319
159.93333,-37.91764
159.94084,65.75806
159.94833,-5.11694
159.99333,13.45917
160.04251,56.06264
160.05042,-65.10389
160.07083,47.51972
160.10666,58.46403
160.11209,-13.60653
160.11459,20.76528
160.14792,-57.18083
160.16125,37.5425
160.17043,60.04514
160.17917,27.59208
160.18167,33.01597
160.18208,39.95167
160.18834,56.7525
160.18916,26.04528
160.19749,-70.78709
160.22,21.35056
160.24042,13.70458
160.24374,58.2868
160.29793,28.47014
160.29875,55.86403
160.31418,-21.02333
160.33459,31.67611
160.34999,-1.73917
160.35417,-69.68042
160.36166,31.57208
160.395,-11.38694
160.41791,61.48125
160.44791,52.55833
160.45375,39.02583
160.47083,-86.27583
160.57333,36.02306
160.59459,16.67181
160.625,-72.49194
160.62625,-33.6707
160.63876,17.59153
160.68167,-41.72361
160.715,-23.54597
160.72166,4.24611
160.73792,-64.39417
160.7625,0.90653
160.78334,24.1425
160.79791,49.04097
160.82791,-5.89722
160.86708,-29.06486
160.88126,44.89417
160.88918,1.01931
160.94333,-59.76056
160.94417,22.50181
160.97458,-17.75764
161.00584,46.20847
161.04459,47.91514
161.06416,-64.7718
161.09041,-44.46125
161.09749,80.90986
161.099,6.6058
161.11333,-43.54681
161.11501,27.30361
161.13208,-7.06778
161.15334,-15.95681
161.15625,-35.29556
161.16417,38.76153
161.19417,57.74694
161.19875,-50.88611
161.23584,-14.01569
161.25917,-65.03917
161.27834,16.33778
161.33333,53.48125
161.33542,45.56778
161.35126,-3.77903
161.405,-64.24389
161.42,-20.61222
161.42084,52.85639
161.42166,52.04514
161.45876,-41.72028
161.50041,75.67514
161.54417,40.30556
161.55376,-51.30542
161.55916,52.93347
161.56792,20.35958
161.56792,-64.04292
161.57208,-14.03514
161.60458,-30.07375
161.62457,22.75833
161.69041,-49.42167
161.71625,-25.59625
161.73418,-15.82236
161.74458,24.62167
161.76459,49.00278
161.77249,54.73667
161.785,-22.63042
161.79292,63.58958
161.86749,-37.36639
161.87958,-22.34945
161.90958,-55.17667
161.933,65.4639
161.96584,-1.21944
161.9825,-15.52111
162.00291,59.93514
162.0275,-19.15819
162.04042,35.82944
162.04042,-32.01847
162.07126,22.37611
162.07249,-64.16472
162.07959,52.31028
162.13042,39.53472
162.14125,-39.04389
162.17667,51.52333
162.19708,34.12653
162.24167,50.16681
162.32834,62.6818
162.35875,24.85958
162.36084,57.90208
162.36125,55.2775
162.41876,39.80695
162.42125,42.39986
162.45625,-64.77042
162.45834,35.37
162.48625,35.27903
162.49458,-69.85931
162.50542,29.83069
162.52792,64.94972
162.52875,11.54194
162.53,-59.89139
162.54291,-14.07528
162.56874,37.6932
162.60709,-12.84583
162.61,50.62903
162.6225,-2.69264
162.64458,-24.09569
162.645,-2.60306
162.65457,80.20111
162.65916,17.03903
162.67291,51.80194
162.67958,50.06083
162.69333,-64.48389
162.69666,-88.99778
162.72458,34.72847
162.73,55.45861
162.73792,59.53986
162.73833,-28.83167
162.76791,62.86792
162.77292,40.33319
162.80667,38.83736
162.81625,28.09361
162.83876,36.12444
162.85333,38.34819
162.85458,39.72486
162.8625,18.665
162.86501,48.69889
162.87584,-9.29833
162.89708,54.07722
162.91043,31.06528
162.9325,33.99347
162.96249,21.6275
162.96959,-0.85222
162.9975,-9.07597
163.015,0.54514
163.02042,21.20139
163.05917,5.92056
163.0925,18.11667
163.09418,19.65583
163.09666,-58.68514
163.13583,-23.14778
163.13667,61.42319
163.15791,24.11653
163.21542,-27.45264
163.25,-7.60153
163.27042,-20.6275
163.27417,38.22597
163.2825,-3.24
163.32417,-10.98125
163.33043,22.10417
163.33417,21.81389
163.36874,5.51444
163.36916,-58.85209
163.37125,-20.13458
163.41959,52.88625
163.43124,54.8425
163.43416,49.49903
163.45459,16.845
163.47166,-70.03806
163.47917,66.20264
163.56917,35.18333
163.58833,-9.365
163.62917,69.82584
163.63667,38.92264
163.649,4.62686
163.66,85.36208
163.66251,20.46486
163.67375,15.12125
163.685,48.52917
163.70876,23.75847
163.71834,12.07944
163.75417,-42.25056
163.77583,5.99514
163.82959,40.46083
163.83958,37.45042
163.89084,-55.45444
163.89291,-1.43458
163.92416,0.73903
163.92416,42.76764
163.93333,60.46958
164.01791,-26.88597
164.02333,-61.86361
164.02917,2.87083
164.03416,13.74833
164.08833,-36.07458
164.10249,60.26569
164.12625,7.02167
164.1275,7.38736
164.13458,-34.56778
164.13583,15.58667
164.14334,58.59306
164.19458,-23.28972
164.21918,5.29042
164.23708,49.68653
164.26917,58.0793
164.27167,-2.20958
164.27625,-1.01931
164.28041,55.17667
164.29541,5.74944
164.29666,28.94056
164.29875,-44.81264
164.32791,-8.09417
164.34792,23.05472
164.36292,-40.6625
164.38083,18.36444
164.39584,57.99306
164.42792,54.69403
164.44792,32.78528
164.46126,-27.89833
164.46333,-69.23402
164.46542,10.84625
164.46875,-0.98667
164.48291,19.2575
164.49417,-52.45097
164.505,20.49361
164.52916,50.94819
164.55417,-29.43653
164.57625,19.86361
164.58585,-38.73778
164.60791,56.78778
164.61292,22.59736
164.62543,60.26736
164.62708,1.57486
164.65625,56.47111
164.67209,-29.13708
164.76791,-77.02805
164.81917,51.41459
164.83459,-51.44556
164.87459,-19.20778
164.89043,23.26333
164.9175,11.70292
164.91833,-69.28611
164.98875,55.16264
165.03917,15.78375
165.06958,39.59111
165.07666,-7.64806
165.08875,40.32597
165.14792,6.69417
165.15166,71.63292
165.16042,43.00319
165.19041,62.92597
165.19209,5.38528
165.19542,10.77042
165.19749,10.55708
165.21292,51.58181
165.21542,17.16
165.21666,28.63528
165.24251,-0.88278
165.25583,11.04625
165.2625,42.48111
165.26375,63.5443
165.28084,-30.59778
165.28751,15.73903
165.29541,-31.54736
165.31917,-22.72639
165.34541,-11.90042
165.35167,41.14458
165.38417,62.91639
165.40834,57.49055
165.425,72.4332
165.46666,-34.70333
165.47459,62.69889
165.48833,10.29458
165.49625,57.38778
165.5,78.6468
165.51001,22.59625
165.5475,9.89583
165.60251,57.74542
165.60416,-77.55875
165.65417,72.77583
165.65875,21.96903
165.66499,-9.34356
165.68042,55.75195
165.69043,-60.91084
165.78499,15.30472
165.79251,36.65319
165.7975,-33.18111
165.80042,41.7
165.80417,30.24778
165.80501,37.40875
165.83542,35.98347
165.83833,13.63306
165.84291,61.65472
165.86459,-32.7575
165.86583,64.295
165.88126,-32.85431
165.88875,-8.58472
165.90709,-23.49195
165.93001,17.69695
165.94958,53.7407
165.96667,-7.69583
166.00917,41.69431
166.05167,28.26
166.05167,76.98306
166.06958,-10.27083
166.07458,18.06458
166.07709,13.7875
166.09334,-39.58778
166.09958,-42.67875
166.10083,63.72111
166.10458,42.58528
166.10667,45.05542
166.11293,38.20875
166.11501,11.93986
166.15166,21.40861
166.1725,-4.22097
166.19041,18.84167
166.20958,18.53861
166.23209,43.57264
166.26418,7.75986
166.2675,5.15389
166.34,-7.59042
166.36458,-21.085
166.36876,12.84736
166.36917,2.09056
166.39041,-50.68875
166.39375,43.52236
166.40584,58.85792
166.40958,63.31597
166.41624,6.70875
166.41959,2.04583
166.43666,14.86431
166.44167,-10.24139
166.44501,50.17319
166.44542,-21.55056
166.46249,51.85278
166.47501,-15.67486
166.48083,-76.12444
166.53043,25.59208
166.53334,58.43778
166.56,14.41319
166.56876,-77.36708
166.63251,-0.87917
166.63959,-18.35139
166.65958,70.30986
166.68126,72.56861
166.69833,6.84194
166.70792,10.29458
166.71667,-29.19944
166.81291,16.46958
166.81625,13.31
166.81958,8.07903
166.84125,-23.00069
166.86501,36.26944
166.93918,-55.33319
166.95084,15.03806
166.95334,71.09402
166.98875,47.7482
167.01707,5.37111
167.03708,-63.69028
167.12833,1.29514
167.13292,69.85819
167.14792,50.26431
167.15208,-10.95583
167.17542,59.83611
167.22,-0.645
167.22459,9.10167
167.24167,-1.82333
167.28416,-77.49084
167.28833,41.7243
167.30167,23.03083
167.30626,-30.02583
167.31293,-73.88458
167.32251,71.71181
167.32668,41.56083
167.37167,-56.16555
167.37666,83.09514
167.41666,-39.11597
167.42375,-3.65431
167.43167,21.75542
167.46709,-76.48597
167.51375,15.91486
167.52292,-76.59209
167.53041,61.42222
167.5475,1.22583
167.56667,52.11736
167.57333,10.77389
167.61292,-9.035
167.61708,-4.00278
167.62041,-37.53444
167.65459,71.56556
167.66499,28.72111
167.66833,4.77361
167.69458,29.90903
167.69626,-28.50042
167.73207,-48.91958
167.76875,1.47583
167.78,66.83278
167.81418,-30.16
167.85666,50.86042
167.88,34.87
167.88208,55.79514
167.89708,-13.43444
167.905,40.84195
167.90541,14.02292
167.91167,-76.3318
167.91833,-22.82597
167.93251,23.9432
167.96584,33.53695
168.00833,37.97417
168.01541,15.90514
168.03375,26.13903
168.04126,67.86972
168.0425,-46.26528
168.10083,17.85875
168.1075,39.84597
168.13042,-0.42556
168.13667,35.81264
168.14041,18.21889
168.14041,-76.61819
168.16167,24.15264
168.16458,44.77389
168.16458,45.69542
168.16917,-77.37264
168.20168,-42.69
168.21793,14.09694
168.22333,31.80625
168.23042,13.44042
168.2325,7.55694
168.25043,10.42181
168.31874,48.08042
168.32625,55.06722
168.33667,17.59514
168.35458,-45.39569
168.35959,2.54722
168.38959,30.3325
168.39125,32.42597
168.4225,-64.81541
168.45624,9.58833
168.49042,14.70472
168.50125,-37.68264
168.50792,27.96292
168.55501,-38.19056
168.59416,58.38847
168.61751,41.55778
168.65125,52.94958
168.66417,40.62653
168.67792,59.74958
168.70874,-12.23097
168.73959,51.29458
168.75835,-33.3182
168.77667,-19.60542
168.7925,-61.26111
168.79333,73.47222
168.81041,53.33694
168.85167,66.53278
168.855,31.56569
168.92708,27.61847
168.97209,1.49639
168.97667,55.33181
168.985,-8.55208
168.98625,37.64111
169.02666,1.58583
169.05249,49.70236
169.09625,54.00403
169.18584,-17.1932
169.18666,40.445
169.20917,44.90681
169.22125,-21.12903
169.22166,14.07444
169.26208,42.20875
169.26668,-29.04236
169.27208,-18.41945
169.27626,20.23625
169.29042,58.99153
169.29251,65.36972
169.30167,29.56903
169.31334,17.9593
169.3221,0.10875
169.33791,25.32917
169.40126,19.11042
169.40666,-34.73889
169.42084,25.81625
169.42418,53.03194
169.43167,-36.53625
169.46541,29.30445
169.47874,26.57042
169.48874,53.93667
169.49042,64.03542
169.515,45.11583
169.53375,59.47986
169.53917,-17.86542
169.54625,31.53181
169.58292,13.79417
169.625,40.4325
169.67874,31.05611
169.74374,58.05695
169.75,64.645
169.77083,-0.21069
169.77959,41.50514
169.78375,21.32083
169.78542,9.00486
169.78583,25.75319
169.81084,-19.82583
169.8125,48.40097
169.81625,47.8532
169.81625,-64.58347
169.84583,-50.11055
169.87874,22.44639
169.90584,41.355
169.90709,51.55375
169.92084,-30.78125
169.92584,59.85444
169.94292,52.10097
169.95084,-70.61972
169.95457,-45.96792
170.00041,39.46917
170.02751,-10.49486
170.04834,9.85153
170.0696,12.98806
170.07832,-78.4725
170.09125,11.07556
170.10832,-58.56542
170.14168,10.13917
170.17332,-84.34042
170.17416,-22.13111
170.1925,-14.27653
170.19792,42.20472
170.20125,-43.26333
170.29124,53.85708
170.31041,3.43375
170.31416,-60.62375
170.32124,-34.77903
170.32625,39.06445
170.3425,-32.16555
170.36041,-47.59847
170.36082,-20.45139
170.41208,48.06028
170.43958,-49.89222
170.44708,11.73903
170.45166,42.77833
170.45583,-24.18778
170.46167,40.86319
170.46791,4.33917
170.52251,-24.77555
170.53917,1.29014
170.56625,67.22361
170.56708,39.21431
170.67207,5.22625
170.68918,57.9318
170.73416,-25.76056
170.80292,1.48292
170.815,19.60278
170.82333,28.82708
170.825,-32.53875
170.83792,-18.77944
170.84084,-3.93903
170.86249,45.12097
170.88499,-8.65889
170.89708,-76.045
170.955,72.50069
170.95958,-68.35875
170.98209,10.53292
170.98917,21.48736
171.00291,31.16958
171.01167,4.47403
171.03291,6.21556
171.07458,60.34153
171.08749,-58.17583
171.11626,-59.26056
171.12708,43.85875
171.1646,11.52556
171.1646,42.03097
171.16833,-61.65125
171.173,-68.4392
171.175,-17.08764
171.22084,49.56889
171.26292,25.22167
171.29875,-0.41042
171.31834,29.78708
171.34375,21.80764
171.345,-84.95084
171.34875,-4.93389
171.40083,16.45972
171.40291,54.37861
171.41792,42.58042
171.41916,41.37778
171.43916,-76.50986
171.44708,83.9332
171.45166,-44.17583
171.465,-7.70542
171.49083,-40.26305
171.49292,-35.41431
171.55209,31.03361
171.55209,-20.62333
171.56125,12.01083
171.57957,18.65708
171.58751,-31.39403
171.59792,-68.67778
171.63708,12.07722
171.64915,-42.87056
171.74167,36.7868
171.75082,17.13042
171.76875,-18.95875
171.78958,-12.35361
171.79709,38.1575
171.81917,19.15389
171.85417,71.12347
171.87042,63.72167
171.87083,-39.8825
171.90292,24.82403
171.91,66.63292
171.93916,53.08653
171.97708,-10.19014
171.97917,-66.43278
171.98332,44.56778
171.99249,44.00986
172.03416,75.49
172.05,20.06833
172.07584,-13.32333
172.09457,21.21681
172.13126,58.56194
172.17667,28.00083
172.17876,63.59986
172.21126,23.17667
172.22501,21.10833
172.23166,3.99208
172.26541,39.33903
172.30333,-10.23083
172.30583,-17.35403
172.31125,-38.62333
172.375,43.16833
172.42625,51.34861
172.43292,23.13431
172.44,-1.35986
172.44249,-53.22889
172.46375,23.79917
172.46417,-21.76889
172.47125,22.25861
172.47958,-65.92847
172.48543,46.25986
172.49834,3.20486
172.50917,49.74639
172.52374,-42.23917
172.53125,-14.82764
172.57376,81.03653
172.57666,-14.57125
172.58084,-59.9868
172.60167,-22.75764
172.60541,30.67833
172.60875,-15.32056
172.62083,-78.01889
172.62541,49.58889
172.64125,-2.44903
172.66959,35.34653
172.67375,30.53028
172.67958,10.72681
172.69458,-31.63375
172.74542,-44.33028
172.76917,-9.73153
172.77167,68.86555
172.77249,30.46028
172.77875,11.98
172.78709,31.23597
172.78751,26.53681
172.83916,33.57972
172.84084,43.37847
172.85251,13.74583
172.85667,34.5368
172.87166,12.72889
172.88167,50.17347
172.90501,15.95069
172.9375,29.12014
172.94708,-41.04667
172.97375,-19.92875
172.98083,-12.53208
172.98209,-34.60889
173.03874,-47.64569
173.03874,-58.05528
173.04001,16.22153
173.04375,13.58542
173.09334,55.97445
173.10251,64.33403
173.17375,-26.86528
173.17958,19.84153
173.19583,6.44056
173.205,12.17292
173.20668,10.29528
173.20709,31.78111
173.21791,14.47583
173.2475,10.39583
173.24875,-31.8575
173.25208,3.19889
173.25667,-15.53153
173.25833,18.78208
173.28416,7.40694
173.30542,50.14361
173.30833,-16.27847
173.31792,66.38028
173.31876,13.74083
173.32707,19.18306
173.35916,3.44972
173.3725,10.87403
173.40334,7.85861
173.47,36.22528
173.51584,22.5875
173.52625,-78.00806
173.52792,48.65264
173.5425,11.02417
173.54584,23.17472
173.55458,-10.72972
173.57376,20.90625
173.59209,3.06069
173.59291,4.19306
173.61166,9.39347
173.61833,41.79736
173.68166,-17.48153
173.70168,49.07736
173.75624,-48.83639
173.81042,-13.54458
173.83542,58.21806
173.84584,-19.2225
173.85083,-11.03861
173.86166,-28.67778
173.86334,31.89361
173.88501,-13.47514
173.89041,82.98903
173.89168,21.04111
173.92209,0.37611
173.92625,4.30514
173.94417,-9.63014
173.94792,-63.02222
173.99625,40.83055
174.01791,23.97333
174.04083,41.45653
174.06458,10.57889
174.06543,-0.38611
174.06708,-38.03625
174.075,30.50986
174.11082,70.15889
174.12041,55.31097
174.1225,21.59792
174.12875,67.61889
174.14542,-22.49111
174.14958,6.51917
174.20874,25.85361
174.27791,1.66556
174.3046,-9.03528
174.30917,-69.67361
174.32834,-75.89625
174.34375,18.32653
174.35167,47.46444
174.40083,-53.36625
174.40582,10.65861
174.45792,-65.76556
174.48083,-17.17625
174.51958,57.65173
174.58125,-16.15542
174.60083,-63.37708
174.61041,39.86319
174.61166,3.36944
174.61708,35.31264
174.66251,52.43444
174.68167,-63.47111
174.70584,57.24166
174.70708,57.7125
174.7375,41.14458
174.74542,42.33264
174.74751,55.50736
174.75667,-37.73903
174.77249,13.17528
174.78624,59.20181
174.79333,-13.84083
174.80667,33.93125
174.84207,-39.38764
174.84625,-8.54486
174.86917,-10.96486
174.8725,-65.39778
174.90292,3.88708
174.955,-23.66903
174.97542,-63.48542
174.99126,65.79819
175.01001,15.46264
175.01375,41.25236
175.03751,3.12431
175.05833,24.69722
175.06166,-83.35472
175.08417,62.39639
175.08417,-18.4507
175.08458,-45.91833
175.09793,15.47056
175.11917,-62.02847
175.13374,-21.36889
175.13542,-20.01014
175.15417,-8.40792
175.16333,41.76833
175.175,-17.66889
175.19041,52.00097
175.19875,7.51847
175.20667,60.2318
175.22125,25.4325
175.26125,34.20597
175.27542,2.68625
175.27791,60.84153
175.3175,21.94014
175.3475,-64.16847
175.35085,-12.27569
175.40668,4.59361
175.4225,-19.09347
175.42584,-14.13264
175.42667,-2.54681
175.45084,-58.58403
175.46001,-40.57139
175.47583,-25.54681
175.48334,54.11903
175.5025,18.31611
175.51083,-17.01514
175.52292,22.21431
175.56209,5.65972
175.57668,-14.37417
175.59459,-10.02694
175.60249,58.53097
175.61708,-57.55111
175.63458,25.06042
175.64792,-14.60347
175.65292,54.52528
175.655,20.98319
175.69792,21.95472
175.69917,-35.80889
175.71085,-21.77958
175.73999,77.79528
175.76291,60.57667
175.77458,18.73
175.82124,11.38514
175.82584,-12.87639
175.88208,3.34111
175.88792,46.39542
175.91084,71.69028
175.92958,67.75153
175.94583,-69.08139
175.94751,24.01194
175.97667,-36.25667
175.98709,-19.58972
176.01166,5.79833
176.02541,-53.52764
176.02791,2.17486
176.03625,-5.81556
176.03792,68.81389
176.09167,43.35778
176.12459,36.88722
176.13292,23.11819
176.14459,7.08889
176.15291,78.94833
176.16335,-49.41625
176.17583,67.40986
176.18042,39.61042
176.20959,-22.63305
176.21918,-64.64944
176.21959,19.78514
176.23416,54.58139
176.24875,-16.05694
176.28835,38.22389
176.28876,30.79014
176.31708,79.68181
176.32208,-34.43125
176.32625,15.49833
176.33792,-4.43694
176.39917,-3.66333
176.40459,-54.33736
176.41875,-18.45458
176.42792,-57.65792
176.45958,-55.34472
176.47124,-69.89709
176.47876,22.65
176.51791,-8.26389
176.52542,3.99986
176.53416,40.03236
176.54417,-24.87306
176.64417,0.21069
176.69751,9.87667
176.72,6.15583
176.75291,23.72319
176.77667,70.03625
176.78416,-32.49833
176.83333,-12.88139
176.85124,-49.8807
176.86041,-61.95278
176.86292,49.71722
176.90834,5.02194
176.9225,0.25667
176.93625,0.80875
176.94249,12.90222
176.94833,54.4432
176.95084,-21.27486
176.955,35.22764
176.96875,-23.00125
176.96959,-5.25486
176.97874,22.09667
176.98042,9.04319
176.98293,54.71417
176.99333,27.25208
176.99667,26.59653
176.99709,20.22
177.01125,51.26986
177.01666,-8.31403
177.01709,56.90292
177.01875,18.51167
177.07875,31.90403
177.09999,-37.47722
177.10208,35.07639
177.11,-61.25555
177.13458,49.47222
177.14792,7.69264
177.1525,5.27014
177.15625,-11.64056
177.16499,23.19347
177.22166,20.40375
177.23457,-4.06903
177.26083,18.35125
177.2675,38.01056
177.30374,48.18278
177.30542,-54.7925
177.30751,-1.74847
177.32042,-4.52125
177.32834,-4.28028
177.34291,35.01111
177.355,5.49861
177.36375,-78.84986
177.37292,-50.81375
177.37668,24.65778
177.37917,-16.19347
177.39293,22.39514
177.40166,50.77819
177.42708,34.9325
177.44583,-12.31264
177.45,54.80542
177.455,2.36153
177.47749,4.80208
177.48126,28.75278
177.54124,34.94194
177.58292,-15.86347
177.59416,-20.48722
177.59874,0.14042
177.60208,-6.6725
177.60541,-77.08014
177.60918,26.51222
177.64667,41.91278
177.6725,1.76764
177.67332,-62.49375
177.68417,-0.39694
177.68417,34.18528
177.73582,-74.20486
177.73833,25.53042
177.78084,73.41084
177.78166,35.27139
177.78458,-13.18292
177.78542,-51.87305
177.78667,-7.92431
177.82333,22.48264
177.83333,54.62833
177.85458,58.99222
177.86833,41.41222
177.89876,-16.3225
177.90541,56.22805
177.95459,-64.11806
177.98625,7.52417
177.99791,49.84653
178.00375,-67.20514
178.01625,-11.37319
178.02167,-3.50222
178.0546,15.36208
178.08751,28.39028
178.09541,-67.6375
178.11166,15.29042
178.11208,26.09805
178.11292,32.16597
178.11665,-37.81028
178.1225,60.80056
178.12459,-21.33778
178.1329,15.22389
178.14375,-0.09375
178.1496,3.46958
178.15916,-5.20819
178.24167,35.91361
178.28542,-56.72153
178.29041,54.94333
178.32083,19.20431
178.3475,58.53305
178.35167,49.51903
178.36583,36.29403
178.41374,72.86569
178.42667,46.21222
178.44209,56.32806
178.45334,11.46403
178.46793,53.69806
178.51791,14.79083
178.52042,-0.16889
178.52792,-29.98042
178.53624,25.36194
178.56792,2.34611
178.61082,-47.93819
178.65167,-4.08694
178.65416,-41.75056
178.66666,-4.30764
178.70418,-19.20264
178.70667,23.58083
178.7375,61.61764
178.75293,-56.09625
178.75751,78.48
178.76166,8.44639
178.78874,22.64722
178.82333,19.65972
178.82875,23.40875
178.8325,65.65598
178.84291,13.18097
178.86501,-56.69708
178.90417,12.88083
178.93541,-56.6275
178.93875,71.66708
178.97334,73.40444
178.97458,44.94083
178.97708,-52.89236
178.99918,59.52917
179.00125,56.82389
179.0025,35.34083
179.02791,5.23722
179.04543,14.88889
179.05708,-63.07236
179.08208,-0.20403
179.13625,7.29694
179.18166,-32.26486
