,sde
./TIC145752454_s2_custom_lc_tls.h5,5.148355214091349
./TIC372758788_s14_custom_lc_tls.h5,5.145204922380958
./TIC737802458_s5_custom_lc_tls.h5,5.13244146838231
./TIC93911817_s8_custom_lc_tls.h5,5.121591027147804
./TIC55269690_s1_custom_lc_tls.h5,5.112439122842065
./TIC1000256740_s23_custom_lc_tls.h5,5.083676748426194
./TIC118833672_s8_custom_lc_tls.h5,5.062685813723455
./TIC358790031_s22_custom_lc_tls.h5,5.002011040187072
./TIC33006416_s6_custom_lc_tls.h5,4.9692270536671606
./TIC734782242_s4_custom_lc_tls.h5,4.942862042794081
./TIC393228453_s5_custom_lc_tls.h5,4.932531823356295
./TIC153405104_s6_custom_lc_tls.h5,4.918859473743685
./TIC60376916_s7_custom_lc_tls.h5,4.918772282974196
./TIC804301031_s7_custom_lc_tls.h5,4.8747762653460915
./TIC174266604_s16_custom_lc_tls.h5,4.831748759008458
./TIC329162367_s11_custom_lc_tls.h5,4.813385823423965
./TIC875878803_s8_custom_lc_tls.h5,4.789991991940698
./TIC25257988_s6_custom_lc_tls.h5,4.786819512311773
./TIC86376475_s21_custom_lc_tls.h5,4.7825478671822905
./TIC41232835_s1_custom_lc_tls.h5,4.743089352230962
./TIC277648197_s15_custom_lc_tls.h5,4.724384097383139
./TIC393388476_s6_custom_lc_tls.h5,4.723098583694944
./TIC32874669_s6_custom_lc_tls.h5,4.713551297486714
./TIC403289867_s1_custom_lc_tls.h5,4.695060349646162
./TIC201370152_s6_custom_lc_tls.h5,4.684202303556936
./TIC284339426_s7_custom_lc_tls.h5,4.668970079747296
./TIC101834639_s25_custom_lc_tls.h5,4.645671979648222
./TIC15693705_s17_custom_lc_tls.h5,4.615981463871407
./TIC92828772_s8_custom_lc_tls.h5,4.570430393208989
./TIC342888057_s8_custom_lc_tls.h5,4.547067089271486
./TIC291686435_s17_custom_lc_tls.h5,4.430399807328897
./TIC606193465_s17_custom_lc_tls.h5,4.4207659572033275
./TIC239052494_s19_custom_lc_tls.h5,4.344805509963761
./TIC306905609_s6_custom_lc_tls.h5,4.3123664904449575
./TIC724118860_s1_custom_lc_tls.h5,4.287541255381812
./TIC262874982_s1_custom_lc_tls.h5,4.150738013766751
./TIC101544662_s13_custom_lc_tls.h5,4.1155309313312625
./TIC109837099_s7_custom_lc_tls.h5,0.38523124347821197
